"","V1","V2","V3"
"934.5556",934.5556,0,0
"934.5833",934.5833,0,0
"934.6111",934.6111,0,0
"934.6389",934.6389,0,0
"934.6667",934.6667,0,0
"934.6944",934.6944,0,0
"934.7222",934.7222,0,0
"934.75",934.75,0,0
"934.7778",934.7778,0,0
"934.8056",934.8056,0,0
"934.8333",934.8333,0,0
"934.8611",934.8611,0,0
"934.8889",934.8889,0,0
"934.9167",934.9167,0,0
"934.9444",934.9444,0,0
"934.9722",934.9722,0,0
"935",935,0,0
"935.0278",935.0278,0,0
"935.0556",935.0556,0,0
"935.0833",935.0833,0,0
"935.1111",935.1111,0,0
"935.1389",935.1389,0,0
"935.1667",935.1667,0,0
"935.1944",935.1944,0,0
"935.2222",935.2222,0,0
"935.25",935.25,0,0
"935.2778",935.2778,0,0
"935.3056",935.3056,0,0
"935.3333",935.3333,0,0
"935.3611",935.3611,0,0
"935.3889",935.3889,0,0
"935.4167",935.4167,0,0
"935.4444",935.4444,0,0
"935.4722",935.4722,0,0
"935.5",935.5,0,0
"935.5278",935.5278,0,0
"935.5556",935.5556,0,0
"935.5833",935.5833,0,0
"935.6111",935.6111,0,0
"935.6389",935.6389,0,0
"935.6667",935.6667,0,0
"935.6944",935.6944,0,0
"935.7222",935.7222,0,0
"935.75",935.75,0,0
"935.7778",935.7778,0,0
"935.8056",935.8056,0,0
"935.8333",935.8333,0,0
"935.8611",935.8611,0,0
"935.8889",935.8889,0,0
"935.9167",935.9167,0,0
"935.9444",935.9444,0,0
"935.9722",935.9722,0,0
"936",936,0,0
"936.0278",936.0278,0,0
"936.0556",936.0556,0,0
"936.0833",936.0833,0,0
"936.1111",936.1111,0,0
"936.1389",936.1389,0,0
"936.1667",936.1667,0,0
"936.1944",936.1944,0,0
"936.2222",936.2222,0,0
"936.25",936.25,0,0
"936.2778",936.2778,0,0
"936.3056",936.3056,0,0
"936.3333",936.3333,0,0
"936.3611",936.3611,0,0
"936.3889",936.3889,0,0
"936.4167",936.4167,0,0
"936.4444",936.4444,0,0
"936.4722",936.4722,0,0
"936.5",936.5,0,0
"936.5278",936.5278,0,0
"936.5556",936.5556,0,0
"936.5833",936.5833,0,0
"936.6111",936.6111,0,0
"936.6389",936.6389,0,0
"936.6667",936.6667,0,0
"936.6944",936.6944,0,0
"936.7222",936.7222,0,0
"936.75",936.75,0,0
"936.7778",936.7778,0,0
"936.8056",936.8056,0,0
"936.8333",936.8333,0,0
"936.8611",936.8611,0,0
"936.8889",936.8889,0,0
"936.9167",936.9167,0,0
"936.9444",936.9444,0,0
"936.9722",936.9722,0,0
"937",937,0,0
"937.0278",937.0278,0,0
"937.0556",937.0556,0,0
"937.0833",937.0833,0,0
"937.1111",937.1111,0,0
"937.1389",937.1389,0,0
"937.1667",937.1667,0,0
"937.1944",937.1944,0,0
"937.2222",937.2222,0,0
"937.25",937.25,0,0
"937.2778",937.2778,0,0
"937.3056",937.3056,0,0
"937.3333",937.3333,0,0
"937.3611",937.3611,0,0
"937.3889",937.3889,0,0
"937.4167",937.4167,0,0
"937.4444",937.4444,0,0
"937.4722",937.4722,0,0
"937.5",937.5,0,0
"937.5278",937.5278,0,0
"937.5556",937.5556,0,0
"937.5833",937.5833,0,0
"937.6111",937.6111,0,0
"937.6389",937.6389,0,0
"937.6667",937.6667,0,0
"937.6944",937.6944,0,0
"937.7222",937.7222,0,0
"937.75",937.75,0,0
"937.7778",937.7778,0,0
"937.8056",937.8056,0,0
"937.8333",937.8333,0,0
"937.8611",937.8611,0,0
"937.8889",937.8889,0,0
"937.9167",937.9167,0,0
"937.9444",937.9444,0,0
"937.9722",937.9722,0,0
"938",938,0,0
"938.0278",938.0278,0,0
"938.0556",938.0556,0,0
"938.0833",938.0833,0,0
"938.1111",938.1111,0,0
"938.1389",938.1389,0,0
"938.1667",938.1667,0,0
"938.1944",938.1944,0,0
"938.2222",938.2222,0,0
"938.25",938.25,0,0
"938.2778",938.2778,0,0
"938.3056",938.3056,0,0
"938.3333",938.3333,0,0
"938.3611",938.3611,0,0
"938.3889",938.3889,0,0
"938.4167",938.4167,0,0
"938.4444",938.4444,0,0
"938.4722",938.4722,0,0
"938.5",938.5,0,0
"938.5278",938.5278,0,0
"938.5556",938.5556,0,0
"938.5833",938.5833,0,0
"938.6111",938.6111,0,0
"938.6389",938.6389,0,0
"938.6667",938.6667,0,0
"938.6944",938.6944,0,0
"938.7222",938.7222,0,0
"938.75",938.75,0,0
"938.7778",938.7778,0,0
"938.8056",938.8056,0,0
"938.8333",938.8333,0,0
"938.8611",938.8611,0,0
"938.8889",938.8889,0,0
"938.9167",938.9167,0,0
"938.9444",938.9444,0,0
"938.9722",938.9722,0,0
"939",939,0.00275,-0.0495
"939.0278",939.0278,0.0036,-0.0648
"939.0556",939.0556,0.004475,-0.08055
"939.0833",939.0833,0.005325,-0.09585
"939.1111",939.1111,0.006175,-0.11115
"939.1389",939.1389,0.00705,-0.1269
"939.1667",939.1667,0.0079,-0.1422
"939.1944",939.1944,0.008575,-0.15435
"939.2222",939.2222,0.008575,-0.15435
"939.25",939.25,0.008575,-0.15435
"939.2778",939.2778,0.008575,-0.15435
"939.3056",939.3056,0.008575,-0.15435
"939.3333",939.3333,0.008575,-0.15435
"939.3611",939.3611,0.008575,-0.15435
"939.3889",939.3889,0.008225,-0.14805
"939.4167",939.4167,0.0079,-0.1422
"939.4444",939.4444,0.007575,-0.13635
"939.4722",939.4722,0.007275,-0.13095
"939.5",939.5,0.006975,-0.12555
"939.5278",939.5278,0.006675,-0.12015
"939.5556",939.5556,0.0064,-0.1152
"939.5833",939.5833,0.00615,-0.1107
"939.6111",939.6111,0.0059,-0.1062
"939.6389",939.6389,0.00565,-0.1017
"939.6667",939.6667,0.005425,-0.09765
"939.6944",939.6944,0.0052,-0.0936
"939.7222",939.7222,0.005,-0.09
"939.75",939.75,0.0048,-0.0864
"939.7778",939.7778,0.0046,-0.0828
"939.8056",939.8056,0.0044,-0.0792
"939.8333",939.8333,0.004225,-0.07605
"939.8611",939.8611,0.00405,-0.0729
"939.8889",939.8889,0.0039,-0.0702
"939.9167",939.9167,0.003725,-0.06705
"939.9444",939.9444,0.003575,-0.06435
"939.9722",939.9722,0.003425,-0.06165
"940",940,0.0033,-0.0594
"940.0278",940.0278,0.00315,-0.0567
"940.0556",940.0556,0.003025,-0.05445
"940.0833",940.0833,0.0029,-0.0522
"940.1111",940.1111,0.002775,-0.04995
"940.1389",940.1389,0.002675,-0.04815
"940.1667",940.1667,0.002575,-0.04635
"940.1944",940.1944,0.00245,-0.0441
"940.2222",940.2222,0.00235,-0.0423
"940.25",940.25,0.00225,-0.0405
"940.2778",940.2778,0.002175,-0.03915
"940.3056",940.3056,0.004825,-0.08685
"940.3333",940.3333,0.008725,-0.15705
"940.3611",940.3611,0.0126,-0.2268
"940.3889",940.3889,0.016475,-0.29655
"940.4167",940.4167,0.020375,-0.36675
"940.4444",940.4444,0.0243,-0.4374
"940.4722",940.4722,0.028175,-0.50715
"940.5",940.5,0.032075,-0.57735
"940.5278",940.5278,0.036,-0.648
"940.5556",940.5556,0.0399,-0.7182
"940.5833",940.5833,0.04105,-0.7389
"940.6111",940.6111,0.041,-0.738
"940.6389",940.6389,0.040925,-0.73665
"940.6667",940.6667,0.040875,-0.73575
"940.6944",940.6944,0.040825,-0.73485
"940.7222",940.7222,0.0408,-0.7344
"940.75",940.75,0.04075,-0.7335
"940.7778",940.7778,0.0391,-0.7038
"940.8056",940.8056,0.037475,-0.67455
"940.8333",940.8333,0.035975,-0.64755
"940.8611",940.8611,0.0345,-0.621
"940.8889",940.8889,0.0331,-0.5958
"940.9167",940.9167,0.031725,-0.57105
"940.9444",940.9444,0.03045,-0.5481
"940.9722",940.9722,0.0292,-0.5256
"941",941,0.028,-0.504
"941.0278",941.0278,0.02685,-0.4833
"941.0556",941.0556,0.025775,-0.46395
"941.0833",941.0833,0.024725,-0.44505
"941.1111",941.1111,0.0237,-0.4266
"941.1389",941.1389,0.02275,-0.4095
"941.1667",941.1667,0.021825,-0.39285
"941.1944",941.1944,0.020925,-0.37665
"941.2222",941.2222,0.020075,-0.36135
"941.25",941.25,0.01925,-0.3465
"941.2778",941.2778,0.01845,-0.3321
"941.3056",941.3056,0.017725,-0.31905
"941.3333",941.3333,0.017,-0.306
"941.3611",941.3611,0.0163,-0.2934
"941.3889",941.3889,0.015625,-0.28125
"941.4167",941.4167,0.015,-0.27
"941.4444",941.4444,0.014375,-0.25875
"941.4722",941.4722,0.013775,-0.24795
"941.5",941.5,0.013225,-0.23805
"941.5278",941.5278,0.012675,-0.22815
"941.5556",941.5556,0.012175,-0.21915
"941.5833",941.5833,0.011675,-0.21015
"941.6111",941.6111,0.0112,-0.2016
"941.6389",941.6389,0.010725,-0.19305
"941.6667",941.6667,0.0103,-0.1854
"941.6944",941.6944,0.009875,-0.17775
"941.7222",941.7222,0.009475,-0.17055
"941.75",941.75,0.0091,-0.1638
"941.7778",941.7778,0.008725,-0.15705
"941.8056",941.8056,0.008375,-0.15075
"941.8333",941.8333,0.008025,-0.14445
"941.8611",941.8611,0.0077,-0.1386
"941.8889",941.8889,0.0074,-0.1332
"941.9167",941.9167,0.007075,-0.12735
"941.9444",941.9444,0.0068,-0.1224
"941.9722",941.9722,0.006525,-0.11745
"942",942,0.00625,-0.1125
"942.0278",942.0278,0.005975,-0.10755
"942.0556",942.0556,0.00575,-0.1035
"942.0833",942.0833,0.005525,-0.09945
"942.1111",942.1111,0.0053,-0.0954
"942.1389",942.1389,0.005075,-0.09135
"942.1667",942.1667,0.004875,-0.08775
"942.1944",942.1944,0.004675,-0.08415
"942.2222",942.2222,0.004475,-0.08055
"942.25",942.25,0.0043,-0.0774
"942.2778",942.2778,0.0041,-0.0738
"942.3056",942.3056,0.00395,-0.0711
"942.3333",942.3333,0.0038,-0.0684
"942.3611",942.3611,0.00365,-0.0657
"942.3889",942.3889,0.0034,-0.0612
"942.4167",942.4167,0.00325,-0.0585
"942.4444",942.4444,0.003125,-0.05625
"942.4722",942.4722,0.003,-0.054
"942.5",942.5,0.002875,-0.05175
"942.5278",942.5278,0.00275,-0.0495
"942.5556",942.5556,0.00265,-0.0477
"942.5833",942.5833,0.002525,-0.04545
"942.6111",942.6111,0.002425,-0.04365
"942.6389",942.6389,0.002325,-0.04185
"942.6667",942.6667,0.00225,-0.0405
"942.6944",942.6944,0.00215,-0.0387
"942.7222",942.7222,0.00205,-0.0369
"942.75",942.75,0.001975,-0.03555
"942.7778",942.7778,0.0019,-0.0342
"942.8056",942.8056,0.001825,-0.03285
"942.8333",942.8333,0.00175,-0.0315
"942.8611",942.8611,0.001675,-0.03015
"942.8889",942.8889,0.0016,-0.0288
"942.9167",942.9167,0.00155,-0.0279
"942.9444",942.9444,0.001475,-0.02655
"942.9722",942.9722,0.001425,-0.02565
"943",943,0.00135,-0.0243
"943.0278",943.0278,0.0013,-0.0234
"943.0556",943.0556,0.00125,-0.0225
"943.0833",943.0833,0.0012,-0.0216
"943.1111",943.1111,0.00115,-0.0207
"943.1389",943.1389,0.0011,-0.0198
"943.1667",943.1667,0.00105,-0.0189
"943.1944",943.1944,0.001025,-0.01845
"943.2222",943.2222,0.000975,-0.01755
"943.25",943.25,0.000925,-0.01665
"943.2778",943.2778,9e-04,-0.0162
"943.3056",943.3056,0.00085,-0.0153
"943.3333",943.3333,0.000825,-0.01485
"943.3611",943.3611,8e-04,-0.0144
"943.3889",943.3889,0.00075,-0.0135
"943.4167",943.4167,0.000725,-0.01305
"943.4444",943.4444,7e-04,-0.0126
"943.4722",943.4722,0.000675,-0.01215
"943.5",943.5,0.00065,-0.0117
"943.5278",943.5278,0.000625,-0.01125
"943.5556",943.5556,6e-04,-0.0108
"943.5833",943.5833,0.000575,-0.01035
"943.6111",943.6111,0.00055,-0.0099
"943.6389",943.6389,0.000525,-0.00945
"943.6667",943.6667,5e-04,-0.009
"943.6944",943.6944,0.000475,-0.00855
"943.7222",943.7222,0.00045,-0.0081
"943.75",943.75,0.00045,-0.0081
"943.7778",943.7778,0,0
"943.8056",943.8056,0,0
"943.8333",943.8333,0,0
"943.8611",943.8611,0,0
"943.8889",943.8889,0,0
"943.9167",943.9167,0,0
"943.9444",943.9444,0,0
"943.9722",943.9722,0,0
"944",944,0,0
"944.0278",944.0278,0,0
"944.0556",944.0556,0,0
"944.0833",944.0833,0,0
"944.1111",944.1111,0,0
"944.1389",944.1389,0,0
"944.1667",944.1667,0,0
"944.1944",944.1944,0,0
"944.2222",944.2222,0,0
"944.25",944.25,0,0
"944.2778",944.2778,0,0
"944.3056",944.3056,0,0
"944.3333",944.3333,0,0
"944.3611",944.3611,0,0
"944.3889",944.3889,0,0
"944.4167",944.4167,0,0
"944.4444",944.4444,0,0
"944.4722",944.4722,0,0
"944.5",944.5,0,0
"944.5278",944.5278,0,0
"944.5556",944.5556,0,0
"944.5833",944.5833,0,0
"944.6111",944.6111,0,0
"944.6389",944.6389,0,0
"944.6667",944.6667,0,0
"944.6944",944.6944,0,0
"944.7222",944.7222,0,0
"944.75",944.75,0,0
"944.7778",944.7778,0,0
"944.8056",944.8056,0,0
"944.8333",944.8333,0,0
"944.8611",944.8611,0,0
"944.8889",944.8889,0,0
"944.9167",944.9167,0,0
"944.9444",944.9444,0,0
"944.9722",944.9722,0,0
"945",945,0,0
"945.0278",945.0278,0,0
"945.0556",945.0556,0,0
"945.0833",945.0833,0,0
"945.1111",945.1111,0,0
"945.1389",945.1389,0,0
"945.1667",945.1667,0,0
"945.1944",945.1944,0,0
"945.2222",945.2222,0,0
"945.25",945.25,0,0
"945.2778",945.2778,0,0
"945.3056",945.3056,0,0
"945.3333",945.3333,0,0
"945.3611",945.3611,0,0
"945.3889",945.3889,0,0
"945.4167",945.4167,0,0
"945.4444",945.4444,0,0
"945.4722",945.4722,0,0
"945.5",945.5,0,0
"945.5278",945.5278,0,0
"945.5556",945.5556,0,0
"945.5833",945.5833,0,0
"945.6111",945.6111,0,0
"945.6389",945.6389,0,0
"945.6667",945.6667,0,0
"945.6944",945.6944,0,0
"945.7222",945.7222,0,0
"945.75",945.75,0,0
"945.7778",945.7778,0,0
"945.8056",945.8056,0,0
"945.8333",945.8333,0,0
"945.8611",945.8611,0,0
"945.8889",945.8889,0,0
"945.9167",945.9167,0,0
"945.9444",945.9444,0,0
"945.9722",945.9722,0,0
"946",946,0,0
"946.0278",946.0278,0,0
"946.0556",946.0556,0,0
"946.0833",946.0833,0,0
"946.1111",946.1111,0,0
"946.1389",946.1389,0,0
"946.1667",946.1667,0,0
"946.1944",946.1944,0,0
"946.2222",946.2222,0,0
"946.25",946.25,0,0
"946.2778",946.2778,0,0
"946.3056",946.3056,0,0
"946.3333",946.3333,0,0
"946.3611",946.3611,0,0
"946.3889",946.3889,0,0
"946.4167",946.4167,0,0
"946.4444",946.4444,0,0
"946.4722",946.4722,0,0
"946.5",946.5,0,0
"946.5278",946.5278,0,0
"946.5556",946.5556,0,0
"946.5833",946.5833,0,0
"946.6111",946.6111,0,0
"946.6389",946.6389,0,0
"946.6667",946.6667,0,0
"946.6944",946.6944,0,0
"946.7222",946.7222,0,0
"946.75",946.75,0,0
"946.7778",946.7778,0,0
"946.8056",946.8056,0,0
"946.8333",946.8333,0,0
"946.8611",946.8611,0,0
"946.8889",946.8889,0,0
"946.9167",946.9167,0,0
"946.9444",946.9444,0,0
"946.9722",946.9722,0,0
"947",947,0,0
"947.0278",947.0278,0,0
"947.0556",947.0556,0,0
"947.0833",947.0833,0,0
"947.1111",947.1111,0,0
"947.1389",947.1389,0,0
"947.1667",947.1667,0,0
"947.1944",947.1944,0,0
"947.2222",947.2222,0,0
"947.25",947.25,0,0
"947.2778",947.2778,0,0
"947.3056",947.3056,0.00275,-0.0495
"947.3333",947.3333,0.005225,-0.09405
"947.3611",947.3611,0.007675,-0.13815
"947.3889",947.3889,0.01015,-0.1827
"947.4167",947.4167,0.012625,-0.22725
"947.4444",947.4444,0.015075,-0.27135
"947.4722",947.4722,0.01755,-0.3159
"947.5",947.5,0.020025,-0.36045
"947.5278",947.5278,0.022475,-0.40455
"947.5556",947.5556,0.024675,-0.44415
"947.5833",947.5833,0.024675,-0.44415
"947.6111",947.6111,0.024675,-0.44415
"947.6389",947.6389,0.024675,-0.44415
"947.6667",947.6667,0.024675,-0.44415
"947.6944",947.6944,0.024675,-0.44415
"947.7222",947.7222,0.024675,-0.44415
"947.75",947.75,0.02365,-0.4257
"947.7778",947.7778,0.0227,-0.4086
"947.8056",947.8056,0.021775,-0.39195
"947.8333",947.8333,0.020875,-0.37575
"947.8611",947.8611,0.020025,-0.36045
"947.8889",947.8889,0.0192,-0.3456
"947.9167",947.9167,0.018425,-0.33165
"947.9444",947.9444,0.017675,-0.31815
"947.9722",947.9722,0.01695,-0.3051
"948",948,0.01625,-0.2925
"948.0278",948.0278,0.0156,-0.2808
"948.0556",948.0556,0.01495,-0.2691
"948.0833",948.0833,0.01435,-0.2583
"948.1111",948.1111,0.013775,-0.24795
"948.1389",948.1389,0.0132,-0.2376
"948.1667",948.1667,0.012675,-0.22815
"948.1944",948.1944,0.01215,-0.2187
"948.2222",948.2222,0.01165,-0.2097
"948.25",948.25,0.011175,-0.20115
"948.2778",948.2778,0.010725,-0.19305
"948.3056",948.3056,0.010275,-0.18495
"948.3333",948.3333,0.009875,-0.17775
"948.3611",948.3611,0.00945,-0.1701
"948.3889",948.3889,0.009075,-0.16335
"948.4167",948.4167,0.0087,-0.1566
"948.4444",948.4444,0.00835,-0.1503
"948.4722",948.4722,0.008,-0.144
"948.5",948.5,0.007675,-0.13815
"948.5278",948.5278,0.007375,-0.13275
"948.5556",948.5556,0.007075,-0.12735
"948.5833",948.5833,0.006775,-0.12195
"948.6111",948.6111,0.0065,-0.117
"948.6389",948.6389,0.006225,-0.11205
"948.6667",948.6667,0.005975,-0.10755
"948.6944",948.6944,0.00575,-0.1035
"948.7222",948.7222,0.0055,-0.099
"948.75",948.75,0.005275,-0.09495
"948.7778",948.7778,0.005075,-0.09135
"948.8056",948.8056,0.00485,-0.0873
"948.8333",948.8333,0.00465,-0.0837
"948.8611",948.8611,0.004475,-0.08055
"948.8889",948.8889,0.004275,-0.07695
"948.9167",948.9167,0.0041,-0.0738
"948.9444",948.9444,0.00395,-0.0711
"948.9722",948.9722,0.003775,-0.06795
"949",949,0.003625,-0.06525
"949.0278",949.0278,0.003475,-0.06255
"949.0556",949.0556,0.00335,-0.0603
"949.0833",949.0833,0.0032,-0.0576
"949.1111",949.1111,0.003075,-0.05535
"949.1389",949.1389,0.00295,-0.0531
"949.1667",949.1667,0.002825,-0.05085
"949.1944",949.1944,0.0027,-0.0486
"949.2222",949.2222,0.0026,-0.0468
"949.25",949.25,0.0025,-0.045
"949.2778",949.2778,0.0024,-0.0432
"949.3056",949.3056,0.0023,-0.0414
"949.3333",949.3333,0.0022,-0.0396
"949.3611",949.3611,0.0021,-0.0378
"949.3889",949.3889,0.002025,-0.03645
"949.4167",949.4167,0.00195,-0.0351
"949.4444",949.4444,0.001875,-0.03375
"949.4722",949.4722,0.001775,-0.03195
"949.5",949.5,0.001725,-0.03105
"949.5278",949.5278,0.00165,-0.0297
"949.5556",949.5556,0.001575,-0.02835
"949.5833",949.5833,0.001525,-0.02745
"949.6111",949.6111,0.00145,-0.0261
"949.6389",949.6389,0.0014,-0.0252
"949.6667",949.6667,0.001325,-0.02385
"949.6944",949.6944,0.001275,-0.02295
"949.7222",949.7222,0.001225,-0.02205
"949.75",949.75,0.001175,-0.02115
"949.7778",949.7778,0.001125,-0.02025
"949.8056",949.8056,0.001075,-0.01935
"949.8333",949.8333,0.00105,-0.0189
"949.8611",949.8611,0.001,-0.018
"949.8889",949.8889,0.00095,-0.0171
"949.9167",949.9167,0.000925,-0.01665
"949.9444",949.9444,0.000875,-0.01575
"949.9722",949.9722,0.00085,-0.0153
"950",950,8e-04,-0.0144
"950.0278",950.0278,0.000775,-0.01395
"950.0556",950.0556,0.00075,-0.0135
"950.0833",950.0833,0.000725,-0.01305
"950.1111",950.1111,0.000675,-0.01215
"950.1389",950.1389,0.00065,-0.0117
"950.1667",950.1667,0.000625,-0.01125
"950.1944",950.1944,6e-04,-0.0108
"950.2222",950.2222,0.000575,-0.01035
"950.25",950.25,0.00055,-0.0099
"950.2778",950.2778,0.000525,-0.00945
"950.3056",950.3056,5e-04,-0.009
"950.3333",950.3333,5e-04,-0.009
"950.3611",950.3611,0.000475,-0.00855
"950.3889",950.3889,0.00045,-0.0081
"950.4167",950.4167,0.000425,-0.00765
"950.4444",950.4444,0.000425,-0.00765
"950.4722",950.4722,4e-04,-0.0072
"950.5",950.5,0.000375,-0.00675
"950.5278",950.5278,0.000375,-0.00675
"950.5556",950.5556,0.00035,-0.0063
"950.5833",950.5833,0.00035,-0.0063
"950.6111",950.6111,0.000325,-0.00585
"950.6389",950.6389,3e-04,-0.0054
"950.6667",950.6667,3e-04,-0.0054
"950.6944",950.6944,0.000275,-0.00495
"950.7222",950.7222,0.000275,-0.00495
"950.75",950.75,0,0
"950.7778",950.7778,0,0
"950.8056",950.8056,0,0
"950.8333",950.8333,0,0
"950.8611",950.8611,0,0
"950.8889",950.8889,0,0
"950.9167",950.9167,0,0
"950.9444",950.9444,0,0
"950.9722",950.9722,0,0
"951",951,0,0
"951.0278",951.0278,0,0
"951.0556",951.0556,0,0
"951.0833",951.0833,0,0
"951.1111",951.1111,0,0
"951.1389",951.1389,0,0
"951.1667",951.1667,0,0
"951.1944",951.1944,0,0
"951.2222",951.2222,0,0
"951.25",951.25,0,0
"951.2778",951.2778,0,0
"951.3056",951.3056,0,0
"951.3333",951.3333,0,0
"951.3611",951.3611,0,0
"951.3889",951.3889,0,0
"951.4167",951.4167,0,0
"951.4444",951.4444,0,0
"951.4722",951.4722,0,0
"951.5",951.5,0,0
"951.5278",951.5278,0,0
"951.5556",951.5556,0,0
"951.5833",951.5833,0,0
"951.6111",951.6111,0,0
"951.6389",951.6389,0,0
"951.6667",951.6667,0,0
"951.6944",951.6944,0,0
"951.7222",951.7222,0,0
"951.75",951.75,0,0
"951.7778",951.7778,0,0
"951.8056",951.8056,0,0
"951.8333",951.8333,0,0
"951.8611",951.8611,0,0
"951.8889",951.8889,0,0
"951.9167",951.9167,0,0
"951.9444",951.9444,0,0
"951.9722",951.9722,0,0
"952",952,0,0
"952.0278",952.0278,0,0
"952.0556",952.0556,0,0
"952.0833",952.0833,0,0
"952.1111",952.1111,0,0
"952.1389",952.1389,0,0
"952.1667",952.1667,0,0
"952.1944",952.1944,0,0
"952.2222",952.2222,0,0
"952.25",952.25,0,0
"952.2778",952.2778,0,0
"952.3056",952.3056,0,0
"952.3333",952.3333,0,0
"952.3611",952.3611,0,0
"952.3889",952.3889,0,0
"952.4167",952.4167,0,0
"952.4444",952.4444,0,0
"952.4722",952.4722,0,0
"952.5",952.5,0,0
"952.5278",952.5278,0,0
"952.5556",952.5556,0,0
"952.5833",952.5833,0,0
"952.6111",952.6111,0,0
"952.6389",952.6389,0,0
"952.6667",952.6667,0,0
"952.6944",952.6944,0,0
"952.7222",952.7222,0,0
"952.75",952.75,0,0
"952.7778",952.7778,0,0
"952.8056",952.8056,0,0
"952.8333",952.8333,0,0
"952.8611",952.8611,0,0
"952.8889",952.8889,0,0
"952.9167",952.9167,0,0
"952.9444",952.9444,0,0
"952.9722",952.9722,0,0
"953",953,0,0
"953.0278",953.0278,0,0
"953.0556",953.0556,0,0
"953.0833",953.0833,0,0
"953.1111",953.1111,0,0
"953.1389",953.1389,0,0
"953.1667",953.1667,0,0
"953.1944",953.1944,0,0
"953.2222",953.2222,0,0
"953.25",953.25,0,0
"953.2778",953.2778,0,0
"953.3056",953.3056,0,0
"953.3333",953.3333,0,0
"953.3611",953.3611,0,0
"953.3889",953.3889,0,0
"953.4167",953.4167,0,0
"953.4444",953.4444,0,0
"953.4722",953.4722,0,0
"953.5",953.5,0,0
"953.5278",953.5278,0,0
"953.5556",953.5556,0,0
"953.5833",953.5833,0,0
"953.6111",953.6111,0,0
"953.6389",953.6389,0,0
"953.6667",953.6667,0,0
"953.6944",953.6944,0,0
"953.7222",953.7222,0,0
"953.75",953.75,0,0
"953.7778",953.7778,0,0
"953.8056",953.8056,0,0
"953.8333",953.8333,0,0
"953.8611",953.8611,0,0
"953.8889",953.8889,0,0
"953.9167",953.9167,0,0
"953.9444",953.9444,0,0
"953.9722",953.9722,0,0
"954",954,0,0
"954.0278",954.0278,0,0
"954.0556",954.0556,0,0
"954.0833",954.0833,0,0
"954.1111",954.1111,0,0
"954.1389",954.1389,0,0
"954.1667",954.1667,0,0
"954.1944",954.1944,0,0
"954.2222",954.2222,0,0
"954.25",954.25,0,0
"954.2778",954.2778,0,0
"954.3056",954.3056,0,0
"954.3333",954.3333,0,0
"954.3611",954.3611,0,0
"954.3889",954.3889,0,0
"954.4167",954.4167,0,0
"954.4444",954.4444,0,0
"954.4722",954.4722,0,0
"954.5",954.5,0,0
"954.5278",954.5278,0,0
"954.5556",954.5556,0,0
"954.5833",954.5833,0,0
"954.6111",954.6111,0,0
"954.6389",954.6389,0,0
"954.6667",954.6667,0,0
"954.6944",954.6944,0,0
"954.7222",954.7222,0,0
"954.75",954.75,0,0
"954.7778",954.7778,0,0
"954.8056",954.8056,0,0
"954.8333",954.8333,0,0
"954.8611",954.8611,0,0
"954.8889",954.8889,0,0
"954.9167",954.9167,0,0
"954.9444",954.9444,0,0
"954.9722",954.9722,0,0
"955",955,0,0
"955.0278",955.0278,0,0
"955.0556",955.0556,0,0
"955.0833",955.0833,0,0
"955.1111",955.1111,0,0
"955.1389",955.1389,0,0
"955.1667",955.1667,0,0
"955.1944",955.1944,0,0
"955.2222",955.2222,0,0
"955.25",955.25,0,0
"955.2778",955.2778,0,0
"955.3056",955.3056,0,0
"955.3333",955.3333,0,0
"955.3611",955.3611,0,0
"955.3889",955.3889,0,0
"955.4167",955.4167,0,0
"955.4444",955.4444,0,0
"955.4722",955.4722,0,0
"955.5",955.5,0,0
"955.5278",955.5278,0,0
"955.5556",955.5556,0,0
"955.5833",955.5833,0,0
"955.6111",955.6111,0,0
"955.6389",955.6389,0,0
"955.6667",955.6667,0,0
"955.6944",955.6944,0,0
"955.7222",955.7222,0,0
"955.75",955.75,0,0
"955.7778",955.7778,0,0
"955.8056",955.8056,0,0
"955.8333",955.8333,0,0
"955.8611",955.8611,0,0
"955.8889",955.8889,0,0
"955.9167",955.9167,0,0
"955.9444",955.9444,0,0
"955.9722",955.9722,0,0
"956",956,0,0
"956.0278",956.0278,0,0
"956.0556",956.0556,0,0
"956.0833",956.0833,0,0
"956.1111",956.1111,0,0
"956.1389",956.1389,0,0
"956.1667",956.1667,0,0
"956.1944",956.1944,0,0
"956.2222",956.2222,0,0
"956.25",956.25,0,0
"956.2778",956.2778,0,0
"956.3056",956.3056,0,0
"956.3333",956.3333,0,0
"956.3611",956.3611,0,0
"956.3889",956.3889,0,0
"956.4167",956.4167,0,0
"956.4444",956.4444,0,0
"956.4722",956.4722,0,0
"956.5",956.5,0,0
"956.5278",956.5278,0,0
"956.5556",956.5556,0,0
